Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,495.250000,496.269989,477.359985,487.149994,483.453430,637800
2023-06-06,486.390015,507.640015,483.480011,497.410004,493.635620,486900
2023-06-07,501.600006,511.380005,490.380005,494.579987,490.827087,456000
2023-06-08,498.399994,501.260010,489.619995,497.700012,493.923431,389000
2023-06-09,506.510010,512.539978,495.910004,501.869995,498.061768,536400
2023-06-12,506.750000,528.609985,506.690002,526.219971,522.226990,612100
2023-06-13,540.780029,548.590027,531.010010,535.690002,531.625122,669600
2023-06-14,528.440002,538.390015,520.119995,537.210022,533.133606,493000
2023-06-15,529.000000,533.510010,518.570007,519.280029,515.339661,729100
2023-06-16,529.900024,529.900024,516.179993,517.609985,513.682312,1110500
2023-06-20,510.769989,518.890015,506.609985,510.230011,506.358307,494900
2023-06-21,506.179993,514.570007,503.549988,505.079987,501.247375,381800
2023-06-22,500.549988,516.380005,499.920013,512.239990,508.353058,289300
2023-06-23,500.799988,508.000000,500.500000,506.000000,502.160431,568600
2023-06-26,509.149994,520.109985,509.149994,510.910004,507.033203,364600
2023-06-27,509.660004,533.109985,509.380005,532.809998,528.767029,466400
2023-06-28,522.150024,538.570007,520.109985,527.270020,523.269043,541100
2023-06-29,532.250000,536.770020,524.219971,535.799988,532.744629,399100
2023-06-30,541.609985,547.710022,533.179993,540.229980,537.149414,434200
2023-07-03,545.229980,547.659973,532.070007,542.570007,539.476074,256700
2023-07-05,535.260010,538.039978,522.539978,523.260010,520.276184,539300
2023-07-06,509.359985,515.440002,502.750000,514.489990,511.556183,506200
2023-07-07,514.859985,524.900024,512.000000,513.900024,510.969574,350300
2023-07-10,519.419983,539.500000,519.419983,534.330017,531.283081,551900
2023-07-11,541.760010,543.510010,531.359985,542.530029,539.436340,421000
2023-07-12,550.750000,562.940002,548.679993,561.039978,557.840759,658500
2023-07-13,567.390015,581.559998,565.030029,576.619995,573.331848,619500
2023-07-14,573.409973,581.080017,561.599976,565.010010,561.788086,334600
2023-07-17,568.000000,595.979980,566.580017,588.719971,585.362915,402300
2023-07-18,584.030029,591.330017,577.500000,588.109985,584.756409,405700
2023-07-19,584.380005,589.450012,571.140015,574.510010,571.233948,508100
2023-07-20,545.000000,549.979980,524.929993,529.049988,526.033203,1144000
2023-07-21,535.179993,539.000000,528.119995,533.669983,530.626770,592800
2023-07-24,530.359985,535.960022,521.130005,533.219971,530.179382,385200
2023-07-25,538.950012,558.539978,538.880005,551.530029,548.385010,536600
2023-07-26,542.590027,542.590027,515.109985,528.799988,525.784607,1070900
2023-07-27,549.270020,555.119995,530.000000,537.190002,534.126770,787900
2023-07-28,554.390015,555.030029,541.419983,545.549988,542.439087,550300
2023-07-31,546.729980,563.799988,546.179993,559.489990,556.299561,796900
2023-08-01,512.010010,555.169983,500.000000,550.289978,547.152039,1557100
2023-08-02,538.820007,546.530029,522.739990,530.429993,527.405334,717000
2023-08-03,525.200012,536.320007,519.030029,532.679993,529.642456,455600
2023-08-04,526.510010,543.510010,518.710022,537.039978,533.977600,517800
2023-08-07,542.729980,542.729980,529.119995,541.719971,538.630859,338200
2023-08-08,530.299988,531.489990,520.489990,529.700012,526.679504,343000
2023-08-09,527.890015,528.969971,515.570007,521.039978,518.068848,451700
2023-08-10,527.940002,533.630005,513.539978,518.479980,515.523376,413600
2023-08-11,508.510010,516.419983,501.989990,502.170013,499.306458,467700
2023-08-14,497.850006,524.989990,496.929993,524.659973,521.668213,452000
2023-08-15,517.859985,522.669983,511.670013,518.890015,515.931091,505700
2023-08-16,516.700012,516.700012,492.480011,493.910004,491.093567,543200
2023-08-17,495.350006,495.350006,483.869995,485.350006,482.582336,522900
2023-08-18,477.500000,485.750000,475.059998,482.290009,479.539825,500100
2023-08-21,483.779999,501.559998,482.859985,498.890015,496.045166,505300
2023-08-22,509.309998,513.400024,493.260010,500.630005,497.775238,455100
2023-08-23,496.160004,525.969971,492.160004,519.450012,516.487915,737500
2023-08-24,526.979980,530.030029,486.709991,488.010010,485.227203,908900
2023-08-25,488.010010,491.950012,474.470001,489.079987,486.291077,692200
2023-08-28,496.549988,499.089996,486.540009,493.869995,491.053772,421700
2023-08-29,488.809998,514.950012,488.429993,512.820007,509.895721,496200
2023-08-30,509.250000,519.239990,507.119995,515.140015,512.202454,256200
2023-08-31,513.320007,526.210022,513.320007,521.210022,518.237854,423000
2023-09-01,525.530029,528.549988,518.609985,524.919983,521.926697,252200
2023-09-05,524.080017,535.239990,520.349976,528.719971,525.705017,331500
2023-09-06,526.000000,536.390015,516.520020,523.179993,520.196655,344100
2023-09-07,507.839996,509.070007,494.109985,506.140015,503.253815,487200
2023-09-08,506.250000,508.989990,498.630005,500.869995,498.013885,369300
2023-09-11,509.459991,509.459991,478.309998,486.160004,483.387756,554700
2023-09-12,480.890015,490.000000,473.250000,473.940002,471.237427,516200
2023-09-13,471.700012,480.950012,468.570007,470.359985,467.677856,594500
2023-09-14,476.380005,481.769989,468.000000,479.170013,476.437592,500200
2023-09-15,476.489990,476.489990,462.450012,464.230011,461.582794,992700
2023-09-18,460.000000,472.489990,459.459991,463.190002,460.548706,533000
2023-09-19,462.929993,463.170013,454.160004,457.779999,455.169586,448300
2023-09-20,461.980011,467.329987,452.649994,452.859985,450.277649,394900
2023-09-21,448.399994,453.250000,439.589996,440.380005,437.868805,597600
2023-09-22,445.799988,452.309998,441.880005,449.290009,446.728027,428400
2023-09-25,448.100006,455.500000,444.820007,453.149994,450.565979,328600
2023-09-26,448.600006,453.940002,442.040009,444.540009,442.005066,405300
2023-09-27,451.230011,453.570007,438.739990,441.179993,438.664246,711800
2023-09-28,440.739990,458.929993,437.459991,451.920013,450.363800,553500
2023-09-29,460.049988,466.410004,459.589996,462.000000,460.409088,519700
2023-10-02,461.369995,464.859985,452.450012,459.339996,457.758240,283700
2023-10-03,455.019989,464.970001,445.980011,448.929993,447.384094,367100
2023-10-04,452.529999,459.160004,448.109985,457.170013,455.595764,550000
2023-10-05,454.799988,457.519989,442.230011,451.760010,450.204376,454400
2023-10-06,446.779999,476.970001,446.779999,473.679993,472.048859,598200
2023-10-09,467.329987,478.000000,463.000000,476.019989,474.380798,364500
2023-10-10,479.459991,496.049988,478.570007,490.000000,488.312683,440700
2023-10-11,490.390015,503.109985,490.390015,502.040009,500.311218,463800
2023-10-12,504.570007,513.099976,490.500000,493.040009,491.342224,469200
2023-10-13,495.880005,496.200012,473.649994,475.750000,474.111755,356800
